"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"60","4_132_5",0,0.166838371114416,0.0757500776242444,0.104584665839372,0.0558910063160712,0.0757500776242444,0.820350487410412,0.130285264578595,0.402091006469158,0.369773516150143,0.188361137038826,0.609903958631166,0.600993889951886,0.706282734961023,0.0280913097753832,0.763614890998291,0.587646631368212,0.872632651429947,0.724057469828582,0.766571194187534,0.0397655746026257,0.273857051451616,0.250570019774571,0.203272950012785,2,30,FALSE
"61","4_132_12",0,0.237892636610432,0.0696701405524185,0.107152849054572,0.0550233963490149,0.0696701405524185,0.881092594066931,0.351526991682259,0.731419324584499,0.542442295116137,0.269601271091769,0.640392647534837,0.856920922349395,0.94815285778964,0.230155370643315,0.984425630296576,0.87169089920095,0.552350754322769,0.0518540756428484,0.622504025127432,0.0208012906789761,0.839225908443153,0.416109115108124,0.101975115485393,3,41,FALSE
"62","4_133_2",0,0.16900815228486,0.0756008459327342,0.107718086593443,0.0545085429182653,0.0756008459327342,0.916758451564325,0.466655468892446,0.924666874029832,0.0892669262245001,0.447059425436391,0.560702981913949,0.754704017761296,0.70790255511326,0.17019412415567,0.286368817803317,0.89338380806607,0.613177322947185,0.573242632656814,0.710456139116467,0.0293308872902569,0.854442244683619,0.412154805434148,0.11739024568711,3,41,FALSE
"63","4_133_4",0,0.19455981568107,0.0718252721673965,0.102961994484745,0.0559888502485975,0.0718252721673965,0.942729817604169,0.501986792962776,0.398873122828437,0.030093342506633,0.202491797887059,0,0.366366901644334,0.457775647607307,0.294465972360481,0.613905698001261,0.624303506564001,0.95501233929449,0.0895433512871526,0.810824604079608,0.0553315994349187,0.766324168433938,0.286440473818255,0,2,30,FALSE
"64","4_133_6",0,0.1675334018322,0.0741297518987505,0.103717259719209,0.0561282513375758,0.0741297518987505,0.966132653418706,0.31209390916084,0.326377067305774,0.520343222509259,0.474862393678419,0.320376325603983,0.479746215766636,0.693035450877354,0.0553608099455829,0.666784491963184,0.64499951234011,0.847983591399544,0.440317903289712,0.693010418414617,0.0215684438138434,0.906662864346805,0.288626733702987,0.196803655275688,2,30,FALSE
"65","4_133_8",0,0.190299023617196,0.069807135973938,0.109783984386858,0.0554516315854268,0.069807135973938,0.873956354422628,0.284360797656771,0.823181640383237,0.168337432781871,0.671892404996109,0.514037245232318,0.324222493278728,0.994800780881556,0.316977574656876,0.611065489262831,0.783476478502165,0.792892077260081,0.331129025095878,0.660829713355276,0.0310785750454858,0.730090502976865,0.124073504362182,0.231806097621034,3,41,FALSE
"66","4_133_10",0,0.191862825105014,0.0748121758708854,0.117966637664123,0.054183865098466,0.0748121758708854,0.897390109971098,0.29314313476662,0.940577547418357,0.164705768145659,0.295576232649291,0.849375578836214,0.993754987028557,1,0.175239205544749,0.522940271741444,0.863609486249395,0.669912253909287,0.842089523778297,0.653664041881408,0.0325206631857248,0.675979951986557,0.31904763282417,0.151269175641448,3,41,FALSE
"67","4_133_11",0,0.189288969534526,0.0699323982197812,0.106486905585034,0.0552881955536636,0.0699323982197812,0.893236348020034,0.394534148623277,0.873226335442504,0.106674014904442,0.398479299091048,0.508914921631646,0.826008765672605,0.797991214463077,0.242031079297461,0.482379094425942,0.680822610563653,0.660416665969947,0.287351404480549,0.715478124401047,0.0241263617408743,0.798008604696,0.304745582348728,0.130895760861524,3,41,FALSE
"68","4_133_12",0,0.184342426574245,0.070082527847756,0.110225506242685,0.0554761504257906,0.070082527847756,0.90151947704671,0.222082312494842,0.854660081332894,0.0599164536630564,0.528611159826709,0.530275952282473,0.308566374648764,0.890778089317187,0.231874322378044,0.471007977848457,0.743082569480946,0.841106737303064,0.331519040857239,0.946002899635363,0.043507993833095,0.770137811158904,0.0973978502500035,0.210440545550419,3,41,FALSE
"69","4_133_13",0,0.198170341857345,0.0732955650482079,0.105822570450547,0.0561464591341477,0.0732955650482079,0.990289703936715,0.0858191485963063,0.832172342026483,0.150644746983136,0.21575788399903,0.364868329480229,0.509729887685526,0.887608922372124,0.277764784914307,0.793372112352723,0.404815407431186,0.865214319534378,0.505068657402015,0.630538152667825,0.01440085208167,0.773011517862914,0.25487456015122,0.186922829105695,3,41,FALSE
"70","4_133_14",0,0.163046296849582,0.0751878247624037,0.103022358464859,0.0549016455591378,0.0751878247624037,0.839329513589013,0.246256270137828,0.88421894312506,0.102109349600459,0.175761917842179,0.735453429201384,0.66749176562088,0.559217088462582,0.0421068750260868,0.595126688053588,0.792470983847451,0.761039595920351,0.670108710407332,0.808509225357251,0.0373613860223451,0.755253233904943,0.267183797901497,0.129814273551446,3,41,FALSE
"71","4_133_15",0,0.166808851146141,0.0780134151987816,0.0998202732078665,0.0557683775569386,0.0780134151987816,0.846697291392169,0.394204687907582,0.626018912139826,0.0350357509801713,0.208590114434028,0.599871069817607,0.577334605339816,0,0.175506723739042,0.63014392521845,0.612555541426126,0.908308743406204,0.781968697458774,0.60388751336838,0.025215625471867,0.729853222368378,0,0.139963261262703,3,41,FALSE
"72","4_134_4",0,0.220886663410201,0.0703251727690688,0.108745420574052,0.0561672811314762,0.0703251727690688,0.964540440707712,0.491655568552196,0.708341192609919,0.0780082670856566,1,0.316952182146138,0,0.860269528511164,0.422188301248869,0.612876428134694,0.673039718205121,0.95385342465021,0,0.584792903900885,0.0243791539450333,0.814463856945904,0.11991099107308,0.254891518598932,2,30,FALSE
"73","4_134_5",0,0.189428882264289,0.0757078320968176,0.105427863409771,0.0559147829899115,0.0757078320968176,0.847481882082973,0.230512803123332,0.402091006469158,0.369773516150143,0.63325284895408,0.609903958631166,0.600993889951886,0.739343658920034,0.0551601135724697,0.763614890998291,0.587646631368212,0.872632651429947,0.684377130293319,0.746579736561526,0.0516157779919722,0.273857051451616,0.16971149520631,0.203272950012785,2,30,FALSE
"74","4_134_8",0,0.133491720983422,0.0770299844909035,0.109054317373939,0.055159262821379,0.0770299844909035,0.768781613698335,0.142019697431995,0.891259272451946,0.172593391225988,0.329510054597113,0.411792707770147,0.88991134309627,0.675515024788441,0.0800939913212079,0.528568817379861,0.64817059992356,0.720047325776195,0.870592730551957,0.759816027056947,0.0370141835195036,0.724830293571161,0.280907724788462,0.151850359032756,3,41,FALSE
"75","4_134_9",0,0.175625067453571,0.0761284211928814,0.101817880013529,0.0549070769963887,0.0761284211928814,0.967643912443071,0.571403147383514,0.743448981513743,0.0385347840758282,0.354344850473283,0.593303314344855,0.683423665581851,0.383452562896903,0.393402520746778,0.60391961747519,0.683161816654383,0.731799095938189,0.50168985704439,0.828331177355802,0.0282552235090376,0.873555001002802,0.38699676199031,0.161530697230336,3,41,FALSE
"76","4_134_11",0,0.209538366472219,0.0706826600651814,0.109095272226856,0.0550504857058625,0.0706826600651814,0.914004982434951,0.349641640585341,0.764793385169575,0.145911587985879,0.495960989989665,0.604097716670318,0.224042644046861,0.860308115259457,0.243498540648668,0.97460112520249,0.736504995170745,0.747473477437318,0.234411428133299,0.886887629230032,0.0433176742763416,0.745597349068902,0.167660883175419,0.208624318515417,2,30,FALSE
"77","4_134_14",0,0.162174199763093,0.0705271413008519,0.102602452102363,0.0556469093453252,0.0705271413008519,0.941049161925498,0.198035235448668,0.572296179098854,0.215338122615151,0.185127028524198,0.643035185336227,0.489172686084961,0.631462386556142,0.0830457449274489,0.810171228138388,0.428277831337682,0.899722774919066,0.463834135252931,0.794707344395441,0.0335971237823603,0.683385484880269,0.237988375297934,0.17056632329672,3,41,FALSE
"78","4_134_15",0,0.187177846966755,0.0766173966603023,0.103317110611134,0.0548906139765845,0.0766173966603023,0.962872225536302,0.266490128516463,0.468768257956612,0.862045350478391,0.498752987217163,0.624538690595909,0.47701416377554,0.565958114257951,0.192605882679728,0.936953153291857,0.767422198336474,0.616324814374359,0.369541365526364,0.759805357320954,0.00326382875303071,0.511918445563915,0.708707216592719,0.226540085121895,2,30,FALSE
"79","5_95_3",0,0.104837310127456,0.108183056379893,0.0404181006530363,0.0572719285300249,0.108183056379893,0.5401159647996,0.900069446548703,0.646617916300958,0.717793122393655,0.997359870040127,0.527124152933492,0.531041148795324,0.430736431645436,0.00729477920354101,0.41189094478693,0.58202883463339,0.519478056432755,0.718200140993538,0.622787521303414,0.647762335073451,0.0301874137531892,0.0030909429980784,0.595312847908207,1,23,FALSE
"80","5_97_3",0,0.0903924611491238,0.108441917102529,0.0461962648914255,0.0601908093005899,0.108441917102529,0.5401159647996,0.900069446548703,0.646617916300958,0.717793122393655,0.997359870040127,0.527124152933492,0.952824055388824,0.430736431645436,0.00729477920354101,0.41189094478693,0.58202883463339,0.519478056432755,0.832952951927625,0.622787521303414,0.647762335073451,0.0301874137531892,0.0030909429980784,0.595312847908207,1,23,FALSE
"81","5_108_1",0,0.116121699578991,0.105845880173393,0.0472075492066484,0.0598023779972656,0.105845880173393,0.242508402661479,0.871040390360095,0.48764048609359,0.905427877906288,0.980245637716119,0.573361815499696,0.867204834122724,0.703729181898314,0.00260491797139967,0.594140104059272,0.500215613335656,0.545420198078882,0.863954424288551,0.835441458584944,0.722072659734584,0.250872385372733,0.274358206940986,0.461694715956692,1,23,FALSE
"82","5_109_1",0,0.0925668212438405,0.107185806435913,0.0444532657387964,0.0595260602930418,0.107185806435913,0.44611834754256,0.994091213254645,0.868935573746489,0.766708009414795,0.416779499416068,0.553872827231802,0.661204261771098,0.266655903249854,0.145486794920509,0.320622405788153,0.556007746132045,0.486790013531755,0.640561104959036,0.631842039802808,0.341881856743685,0.0717662999009061,0.149274381744031,0.580090989642294,1,23,FALSE
"83","5_112_10",0,0.154961938139981,0.10514976511368,0.0466103856080437,0.0590449310894556,0.10514976511368,0.129973405743779,0.990287839418009,0.927554407357534,0.00382168928473206,0.887171224537682,0.563374002572834,0.736606684994458,0.530277036522081,0.43720281018782,0.228340072366401,0.0979765282944643,0.881032523066769,0.673016017779802,0.958486216471269,0.303060427919498,0.257043855896985,0.843028052033083,0.506042125830133,4,26,FALSE
"84","5_115_8",0,0.161670647384083,0.10484726943286,0.0484592340328606,0.0595284313960817,0.10484726943286,0.241020396433211,0.987123919653588,0.949719573404867,0.256426442600272,0.783952793394414,0.544224014158895,0.88674315877023,0.643276596925323,0.933159907960875,0.324780473433095,0.0310371166509442,0.704391633148563,0.79934830118124,0.86475645396337,0.0771912429870049,0.0685603167206634,0.991797273396016,0.472923649879576,4,26,FALSE
"85","5_115_15",0,0.116039263397174,0.10648698320745,0.0435646803461925,0.0591159060130191,0.10648698320745,0.376319979628572,0.881615705525978,0.5810831885642,0.977198311318876,0.0491568665203313,0.595889764525117,0.794988816651731,0.575164806823368,0.0493504510177667,0.54607175851486,0.755024337806303,0.422835804804045,0.715547855371036,0.816223708759887,0.640894633803027,0.281858418176952,0.13027153958924,0.395535215603459,1,23,FALSE
"86","5_117_11",0,0.109006969719286,0.106911241829222,0.0452136364025071,0.0597809336363084,0.106911241829222,0.473014819412451,0.991994485479842,0.911142948393625,0.913468127999799,0.287816988674103,0.538065122539479,0.805602828083258,0.386771838896561,0.605249917116158,0.404977334974405,0.553698721733963,0.312951804032537,0.732391264461471,0.607570149119006,0.148057582557606,0.155642295314173,0.239722373961268,0.545145302896133,1,23,FALSE
"87","5_119_8",0,0.16399372538281,0.104951969907012,0.0470642252820368,0.0591936163497128,0.104951969907012,0.0697212567402557,0.845301897172642,0.860299808545008,0.269840645486147,0.234105836986053,0.532972463839107,0.887170354571117,0.564768266709514,0.795318885016773,0.402167266253412,0.0787294953924292,0.434229076011517,1,0.79745245346688,0.0771912429870049,0.819605524928076,0.266967766353147,0.628537688715539,4,26,FALSE
"88","5_120_1",0,0.118767741667235,0.105521502096946,0.0450217327161284,0.0590900335816123,0.105521502096946,0.242508402661479,0.871040390360095,0.48764048609359,0.905427877906288,0.235374620785049,0.591384174685591,0.867204834122724,0.703729181898314,0.00260491797139967,0.622789668059971,0.704062592912174,0.447352683397196,0.863954424288551,0.835441458584944,0.722072659734584,0.326358761171375,0.159088872976646,0.408767115674106,1,23,FALSE
"89","5_122_1",0,0.105183310206486,0.106118868008932,0.0444135810402016,0.0591634404206687,0.106118868008932,0.405396358606628,0.969481048566227,0.48764048609359,0.905427877906288,0.235374620785049,0.591384174685591,0.867204834122724,0.354070559041408,0.00260491797139967,0.622789668059971,0.704062592912174,0.447352683397196,0.863954424288551,0.672561923533602,0.722072659734584,0.326358761171375,0.159088872976646,0.408767115674106,1,23,FALSE
"90","5_124_9",0,0.124522781810644,0.10412383307662,0.0554949319985724,0.0598168778956133,0.10412383307662,0.0661728041893004,0.945566456771431,0.892739265398787,0.232258914808254,0.661034107190318,0.561958559181828,0.93056888355486,0.877534783662281,0.65240192339205,0.256205535711973,0.403076045739307,0.934508500386833,0.904532967612328,1,0.0419741007227258,0.250114539905102,0.549433224545126,0.478988754893074,4,26,FALSE
"91","5_124_11",0,0.130824255977862,0.105466535158807,0.0464937065579113,0.0595268262747897,0.105466535158807,0.160037732612338,0.92362328250919,0.357857702547837,0.92941418124807,0.573931190487935,0.601202648270399,0.964376396708447,0.650362056992498,0.079679854039113,0.726684458545484,0.673937513324098,0.459371539743434,0.903007342424429,0.856759244024803,0.750101277608492,0.21111460193162,0.256908132415203,0.327213962317143,1,23,FALSE
"92","5_124_15",0,0.165791677547061,0.104834028188896,0.0500266170127594,0.0599137504886196,0.104834028188896,0.0846869278008513,0.9475567963099,0.946370999602111,0.391372830965478,0.410486669422004,0.547849790629988,0.821159040098983,0.669660682681464,0.756777224880144,0.301574315965353,0.122900813332512,0.519230873497943,0.956669624867312,0.93113667505154,0.238272105502416,0.195495503800606,0.281895058039177,0.611076240910941,4,26,FALSE
"93","5_126_8",0,0.163173199366616,0.104317899873157,0.0542039606367958,0.0591748280416974,0.104317899873157,0.103888109231274,0.811791833966771,0.569829586926056,0.0445423139207759,0.590360860317969,0.569587643060353,0.828383831741605,0.944964428143522,0.0983899830908092,0.491564192503568,0.117328255902437,0.687078795571472,0.81837310652583,0.985372522758621,0.647037040497868,0.437298718964571,0.791711769956149,0.484439181265326,4,26,FALSE
"94","5_126_10",0,0.148251186859077,0.104297972024368,0.0519673584781279,0.0593638414255227,0.104297972024368,0.129516115155773,0.947811284093657,0.618157383784138,0.00382168928473206,0.510857844419091,0.560721459771023,0.879712056127043,0.765903852861195,0.609362100922311,0.228340072366401,0.464401502398985,0.565638515686023,0.853036791638681,0.99257723427216,0.362359194486766,0.257043855896985,0.288025115739635,0.565281216879862,4,26,FALSE
"95","5_126_13",0,0.101707915978322,0.109001735320694,0.0457333957815983,0.0605185258687461,0.109001735320694,0.721868617125764,0.942665656812969,0.861014600758563,0.692636976420772,0.72258493623696,0.529452345014984,0.973371686764242,0.613849317525673,0.336474206739516,0.113898106511054,0.272390685322478,0.785674953477627,0.652018498605635,0.477044104407963,0.07934426487972,0,0.636604189094104,0.519907685733123,4,26,FALSE
"96","5_128_3",0,0.145240916505421,0.10495961884121,0.05070922584502,0.0596310461493293,0.10495961884121,0.0729814882333522,0.813592589055938,0.895194796677801,0.798722024499326,0.828160876940749,0.5702537153984,0.821839495070319,0.949904114455996,1,0.229937625530615,0.413454242108753,0.572708575179038,0.877278543501418,0.966700632674331,0.105618433471271,0.320411884952676,0.405525718805079,0.469138001253804,4,26,FALSE
"97","5_128_9",0,0.154716142084015,0.103908771769179,0.0538732840740572,0.0591162330150068,0.103908771769179,0.0661728041893004,0.99841910851191,0,0.149347866438734,0.895241249861953,0.561958559181828,0.93056888355486,0.877534783662281,0.236531839907776,0.944816528399172,0.264246256518249,0.621280173319184,0.904532967612328,1,0.926953284743411,0.288932626588017,0.5628165552603,0.352747971261338,4,26,FALSE
"98","5_128_12",0,0.130038386918674,0.104767920816967,0.0500172996502006,0.059367576854029,0.104767920816967,0.155569752100577,0.926067980431627,0.556395862256122,0.768932114742865,0.884278906782318,0.560535835309518,0.901799473084553,0.887401727035301,0.154207638434306,0.555040448392225,0.569703344198773,0.541987753750536,0.919941624285537,0.94051063569823,0.785866329604786,0.496993269922678,0.281772166682859,0.540932955515547,4,26,FALSE
"99","5_128_13",0,0.109649732430398,0.106897431773796,0.0523577994124003,0.0602278610266775,0.106897431773796,0.100294395904267,0.868910400416899,0.861014600758563,0.692636976420772,0.72258493623696,0.529452345014984,0.973371686764242,0.904147409308571,0.0656268867204886,0.113898106511054,0.272390685322478,0.785674953477627,0.652018498605635,0.921585777681609,0.652975240508947,0,0.636604189094104,0.519907685733123,4,26,FALSE
"100","5_129_1",0,0.111959623821681,0.105154847126567,0.0475467410380443,0.0595129873650579,0.105154847126567,0.0861531325701458,0.982588262052629,0.822009514727781,0.334634896616584,0.708767726703545,0.569464017811675,0.826004719675317,0.580404309968834,0.341463180674165,0.31193057971977,0.402500862138589,0.870884093401129,0.640561104959036,0.908531580946356,0.164141591477571,0.250329819765202,0.516225758797701,0.48411167268498,4,26,FALSE
"101","5_129_4",0,0.10415622188745,0.104861837703101,0.049418760535029,0.0595066885104151,0.104861837703101,0.124048573095588,1,0.865537883800273,0.695494267229644,0.306082579554966,0.540685771539471,0.931014714572043,0.827766675819169,0.244879258838115,0.309201318302926,0.487893359036654,0.513721086892321,0.887241925907155,0.852345918802189,0.301046347435263,0.079746291103033,0.6675223338739,0.548984749565477,4,26,FALSE
"102","5_129_14",0,0.110278058434297,0.106883397280309,0.0439199977279378,0.0588645984632748,0.106883397280309,0.46904518764436,0.667090744073713,0.588210840675203,0.190261099967625,0.729911243404406,0.528798411863909,0.855590803376568,0.300310837543594,0.164868555949769,0.620566166941988,0.540061653275793,0.830514137395058,0.677693556193387,0,0.6689220931096,0.404670136228261,0.291611924155715,0.576884672139942,1,23,FALSE
"103","5_130_1",0,0.106475242396809,0.105143783951336,0.0475519275998982,0.0594149728540318,0.105143783951336,0.180318130217939,0.993896209767999,0.789958404375841,0.737480989385518,0.235374620785049,0.550825452168695,0.918252738550934,0.733027452442996,0.196424390681456,0.371918988190374,0.704062592912174,0.447352683397196,0.882584425583434,0.816389119851004,0.385251609895128,0.129068785130143,0.159088872976646,0.520941222729365,1,23,FALSE
"104","5_130_6",0,0.108135883476773,0.106480058891448,0.0453248265434034,0.0597463051465706,0.106480058891448,0.432029164437003,0.814099728984097,0.206076314010918,0.864016281196934,0.819327628012727,0.572108221735463,0.858099117836823,0.39762021735233,0.245996486874962,0.822410481283144,0.259844551740393,0.487328981595843,0.841925393244382,0.628057437190942,0.416386803773033,0.181467257035383,0.920544492029501,0.450366578990345,4,26,FALSE
"105","5_130_12",0,0.162450407587964,0.104029985278004,0.0510028358005267,0.0588241220189254,0.104029985278004,0.155569752100577,0.926067980431627,0.556395862256122,0.255425631947807,0.884278906782318,0.560535835309518,0.901799473084553,0.887401727035301,0.154207638434306,0.78470961127454,0.250029293476636,0.541987753750536,0.919941624285537,0.94051063569823,0.785866329604786,0.370191857121383,1,0.540932955515547,4,26,FALSE
"106","5_131_1",0,0.0877107794118437,0.107128404085667,0.0438511293154896,0.0590156564575597,0.107128404085667,0.420425919681164,0.982588262052629,0.837789256547032,1,0.191215922765282,0.539972835268333,0.694521018188606,0.289591098319161,0.13197382863185,0.361280666647238,0.593160219870902,0.22697889889547,0.626728271639078,0.908531580946356,0.513591600961908,0.0232785266340151,0.317135944576313,0.616891921930915,1,23,FALSE
"107","5_131_4",0,0.123514175382066,0.104870906117558,0.0483554992603475,0.059312779423609,0.104870906117558,0.124048573095588,1,0.865537883800273,0.695494267229644,0.306082579554966,0.540685771539471,0.931014714572043,0.827766675819169,0.244879258838115,0.309201318302926,0.487893359036654,0.263138425176386,0.887241925907155,0.852345918802189,0.301046347435263,0.079746291103033,0.6675223338739,0.447992122660088,4,26,FALSE
"108","5_131_6",0,0.10241646189705,0.107169065464488,0.0445357250379751,0.0596064431074156,0.107169065464488,0.443284222533316,0.992467117030757,0.849816052829751,0.621715111357138,0.395922120504204,0.552102939247474,0.632240811307538,0.265509650669502,0.161548992909393,0.262059766661738,0.473645637908064,0.525533174146117,0.635266119237286,0.633918358584538,0.33113457732538,0.0604153845939451,0.237329605604694,0.58810380046606,1,23,FALSE
"109","5_132_3",0,0.131950339617727,0.104796643060392,0.052507315933305,0.0599810152782164,0.104796643060392,0.0675345409960965,0.961453804511207,0.895194796677801,0.798722024499326,0.828160876940749,0.5702537153984,0.908823005812116,0.892008649800403,0.505763129568099,0.229937625530615,0.413454242108753,0.572708575179038,0.899082082745966,0.993340126611766,0.259653298699837,0.320411884952676,0.405525718805079,0.469138001253804,4,26,FALSE
"110","5_132_6",0,0.110574789906346,0.105145338596823,0.0480206237260405,0.059687905754171,0.105145338596823,0.185644691343729,0.962819945632556,0.177526802761554,0.864016281196934,0.819327628012727,0.572108221735463,0.858099117836823,0.741737384043319,0.303371533266424,0.822410481283144,0.259844551740393,0.487328981595843,0.87817861933042,0.807488222531206,0.0725979307466291,0.181467257035383,0.920544492029501,0.450366578990345,4,26,FALSE
"111","5_132_8",0,0.162081669968593,0.105048092274159,0.0462906967580788,0.05913955595925,0.105048092274159,0.0737158651997093,0.811791833966771,0.569829586926056,0.0445423139207759,0.590360860317969,0.563484375991975,0.910131873215128,0.891020712537908,0.0983899830908092,0.491564192503568,0.117328255902437,0.687078795571472,0.887300995417119,0.400778153308535,0.647037040497868,0.437298718964571,0.791711769956149,0.379086213233216,4,26,FALSE
"112","5_132_11",0,0.146143289275942,0.104784465632816,0.0466600348022155,0.0591257854737933,0.104784465632816,0.160037732612338,0.92362328250919,0.0498104353476612,0.675949411358259,0.547018015857568,0.552789146782331,0.937687050999324,0.650362056992498,0.111494457960493,0.943586740405254,0.414038358567462,0.252268515932057,0.903007342424429,0.856759244024803,0.90872739638687,0.137074422628525,0.596106158112829,0.40363796523934,1,23,FALSE
"113","5_132_12",0,0.0785639454468204,0.106863171734436,0.0434134727592616,0.0586564104493108,0.106863171734436,0.413755301257849,0.989337109642555,0.759749472643848,0.829208260506682,0.0458672973858582,0.560535835309518,0.736333374027379,0.369338737808521,0.18023531012786,0.488363081645461,0.592387885079432,0.541987753750536,0.671538108804231,0.796804127015381,0.775304344044083,0.0380963377830126,0.548180043165541,0.540932955515547,1,23,TRUE
"114","5_132_13",0,0.0942408784293472,0.107593662841024,0.047498792804081,0.0603409177251125,0.107593662841024,0.197311966768536,0.942665656812969,0.861014600758563,0.692636976420772,0.72258493623696,0.529452345014984,0.939129444219655,0.613849317525673,0.336474206739516,0.113898106511054,0.272390685322478,0.785674953477627,0.85403007385517,0.477044104407963,0.07934426487972,0,0.636604189094104,0.519907685733123,4,26,TRUE
"115","5_133_6",0,0.103247353489528,0.106615597008123,0.0465316769265514,0.0601078937229321,0.106615597008123,0.443284222533316,0.992467117030757,0.849816052829751,0.621715111357138,0.795377423947803,0.559987435126074,0.870903269036641,0.265509650669502,0.161548992909393,0.262059766661738,0.473645637908064,0.602130773484571,0.850679597981501,0.633918358584538,0.33113457732538,0.0604153845939451,0.237329605604694,0.39981913716012,1,23,FALSE
"116","5_133_15",0,0.117359845156663,0.105052015296161,0.0460375329195772,0.0589517386315707,0.105052015296161,0.174502854402185,0.997058844174214,0.643604152707621,0.695391993627451,0.317133279223862,0.595889764525117,0.903809535033818,0.777246302020009,0.142928571499695,0.64753303549524,0.530925778066035,0.497587787366891,0.852903111777841,0.845121476819361,0.629294962343543,0.0915509911847766,0.548251974263936,0.348723944289503,1,23,FALSE
"117","5_134_2",0,0.14424136242791,0.105053314399175,0.0469132914173356,0.0592824556200676,0.105053314399175,0,0.811943119395651,0.772684050151187,0.0057044414279076,0.187863732220373,0.538175612888553,0.742878587094587,0.425025248534631,0.3010955072669,0.362667137351266,0,0.596600926307459,0.992499544924315,0.804898343898393,0.18357183594406,0.230074588138875,0.184575025347788,0.704764579101824,4,26,FALSE
"118","5_134_6",0,0.150011053008686,0.104475161524348,0.0480152959474586,0.058934579371869,0.104475161524348,0.151801716071169,0.99732558214717,0.0480828252118218,0.351304874129469,0.819327628012727,0.572108221735463,0.858099117836823,0.713044484836909,0.316563991356705,0.958048560192975,0.274764092315056,0.487328981595843,0.87817861933042,0.909911548506377,0.732011630075092,0.282904277871319,0.978516325188033,0.450366578990345,4,26,FALSE
"119","5_134_7",0,0.163043455491302,0.104276605360019,0.0518067216329043,0.0596607348089326,0.104276605360019,0.131143998409106,0.94586105922963,0.908697746772428,0.072513916212097,0.325016796312225,0.561528636058009,0.874377793844894,0.758912587845524,0.560032557910864,0.0869745842307769,0.401942286620619,0.53156649332741,0.860256159653027,0.925030785368153,0.0468742456276897,0.138722633880427,0.245711186413659,0.595018924082394,4,26,FALSE
"120","5_134_12",0,0.165372075959525,0.104037733247762,0.0508204969016194,0.0587909008776674,0.104037733247762,0.155569752100577,0.926067980431627,0.556395862256122,0.255425631947807,0.163370059984785,0.560535835309518,0.901799473084553,0.887401727035301,0.154207638434306,0.78470961127454,0.250029293476636,0.471260004538553,0.919941624285537,0.94051063569823,0.785866329604786,0.370191857121383,1,0.540932955515547,4,26,FALSE
