"","ctv_S_alphas","ctv_S_gammas","ctv_S_thetas","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","mape.qt10","robynPareto","coef0","error_score"
"1",1.724012487,0.7015392913,0.7952729184,0.51943596059,0.64437258604,0.20121225138,1.3047506745,0.72652316007,0.34779217858,0.57052389475,0.56523927227,0.35132827624,1.9992186748,0.54352941795,0.24523164462,0.54738403553,0.845472834053849,0.761985719660341,0.835666387807512,0.0839466985475408,0.106874010623984,0.118303600396804,0.106874010623984,0.61280786213173,0,14776.8612109534,14776.8612109534,6416187.28141993,1e-04,1,0.0259139537811279,0.0259139537811279,"1_98_11",1,1,1,TRUE,1,NA,0.208040919521272
