"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","ctv_S_thetas","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","search_S_thetas","ctv_S_alphas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","search_S_alphas","ctv_S_gammas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","search_S_gammas","cluster","n","top_sol"
"1","1_49_2",0,0.650660661284754,0.100113100515055,0.127730162230288,0.0803539304311029,0.100113100515055,0.387509299245658,0.527792738550326,0.867010017217603,0.936790933930917,0.717170301982864,0.129426967753521,0.200681599848196,0.138289226946427,0.563265068958078,0.783418828727883,0.437850419839862,0.416482708226152,0.655274774555558,0.819202293385245,0.264655046993812,3,25,FALSE
"2","1_109_12",0,0.61518249580148,0.0974280101660079,0.109391509823483,0.0777208971066819,0.0974280101660079,0.636938314382026,0.0834014315391492,0.980309857604941,0.895967831875148,0.73855923811504,0.436282192390082,0.944769964600132,0.379614925079217,0.291983310382252,0.306060536141649,0.23088980177982,0.875565518749396,0.691795886027982,0.190469333161612,0.492842647257017,1,73,FALSE
"3","1_113_12",0,0.621784860249613,0.0974212774952699,0.108055252860393,0.0778635751624522,0.0974212774952699,0.636938314382026,0.0834014315391492,0.90929698362518,0.971184714076518,0.73855923811504,0.436282192390082,0.944769964600132,0.379614925079217,0.74196958150446,0.0180053472956543,0.23088980177982,0.875565518749396,0.691795886027982,0.0200975589952172,0.101098098733638,3,25,FALSE
"4","1_115_9",0,0.709989518953164,0.0974894326801276,0.113290152265906,0.0801000752637787,0.0974894326801276,0.81564892482201,0.83724427185201,0.506567079922574,0,0.74158123179589,0.372236962725407,0.381039765855607,0.350585533523565,0.666449074978594,0.18838567799485,0.745790986431483,0.594124847065909,0.727196787917477,0.210374958594111,0.553394590480206,3,25,FALSE
"5","1_116_6",0,0.605412597090733,0.104965726807199,0.124047994779721,0.0844288092571241,0.104965726807199,0.872558180336169,1,0.991586273404164,0.890661155123662,0.653004529144606,0.344255171049521,0.208897680905523,0.161930521138029,0.626512060354364,0.436538984895422,0.505972154198968,0.355873797429449,0.819456049866582,0.228142408630413,0.568468603909779,3,25,FALSE
"6","1_116_8",0,0.63144614833699,0.104926098382974,0.128907223302504,0.0858009175536229,0.104926098382974,0.477043617690636,0.634975179447486,0.0259349115843509,0.925085145124658,0.790540702888394,0.13448096020141,0.182415936811772,0.052274945243441,0.550889639667871,0.174617720819921,0.46799356287116,0.4890270180339,0.684986557147064,0.428307751156548,0.441040497985778,2,14,FALSE
"7","1_117_12",0,0.544560691010563,0.109776795337446,0.113996461775091,0.0810739270135392,0.109776795337446,0.928914752555287,0.231530694323818,0.966771174904485,0.971184714076518,0.195112299778026,0.776289974763099,0.445979983556709,0.577102727729301,0.559155369432041,0.0180053472956543,0.334336001238654,0.870858795677754,0.459589241897251,0.0200975589952172,0.101098098733638,3,25,FALSE
"8","1_117_14",0,0.574232091549551,0.107245658803505,0.129877318967862,0.0808075000982202,0.107245658803505,0.130180106396994,0.809221473802351,0.986901436234839,0.992314645105517,0.0329947459012525,0.0916502251394073,0,0.0883940781435739,0.131980486839982,0.740093846911083,0.471595304405017,0.367437051089029,0.918272589582283,0.333203322666192,0.244409446981876,3,25,FALSE
"9","1_119_4",0,0.679193641927371,0.0945756131619666,0.105691004909329,0.0766509579638783,0.0945756131619666,1,0.253164749489612,0.917959048171357,0.662087342376213,0.000483979102007348,0.950882913299399,0.5523234620666,0.821117700098739,0.800979797864099,0.190011108674142,0.257899584368578,0.802719184410503,0.219918414007422,0.046040546344958,0.440069738148665,3,25,FALSE
"10","1_119_12",0,0.476454443909233,0.11478554471738,0.0767686686901957,0.0836695478481595,0.11478554471738,0.928914752555287,0.231530694323818,0.966771174904485,0.971184714076518,0.638148999947662,0.776289974763099,0.445979983556709,0.577102727729301,0.559155369432041,0.0180053472956543,0.334336001238654,0.870858795677754,0.459589241897251,0.0200975589952172,0.441698236453384,3,25,FALSE
"11","1_119_14",0,0.578064282941387,0.107072351569911,0.130248757999114,0.0808345073203084,0.107072351569911,0.130180106396994,0.809221473802351,0.99941157428956,0.992314645105517,0.0329947459012525,0.0916502251394073,0,0.297319416467621,0.131980486839982,0.740093846911083,0.471595304405017,0.367437051089029,0.715047260859708,0.333203322666192,0.244409446981876,3,25,FALSE
"12","1_121_2",0,0.649020316967855,0.0998172754653775,0.105231475707134,0.0774343369050951,0.0998172754653775,0.943877440905605,0.924623170765365,0.876463674098809,0.944622563317872,0.403827365958217,0.45370874842585,0.0440996115693247,0.195228916399077,1,0.374356439150087,0.261223049502671,0.322513868785074,0.514594071774277,0.119577744251432,0.0597830698998491,3,25,FALSE
"13","1_121_12",0,0.561490639059981,0.106403303313166,0.126043407991818,0.0861689768661921,0.106403303313166,0.928914752555287,0.693683317906644,0.982875384017074,0.988088658871785,0.0654182566725423,0.776289974763099,0.445979983556709,0.186135808087973,0.217415463336417,0.595676147069799,0.334336001238654,0.468121400006774,0.826535920024458,0.270582169986604,0.215747177311767,3,25,FALSE
"14","1_123_12",0,0.584777328243965,0.105722236547622,0.124117357239296,0.0859290183202902,0.105722236547622,0.928914752555287,0.603017016048075,0.991896516656452,0.988088658871785,0.0654182566725423,0.776289974763099,0.445979983556709,0.0119882848214666,0.485038463314106,0.595676147069799,0.334336001238654,0.0523680229909894,0.928664051095338,0.270582169986604,0.215747177311767,3,25,FALSE
"15","1_124_6",0,0.637367760783609,0.103715496541988,0.132912111138594,0.0812522195045211,0.103715496541988,0.872558180336169,1,1,0.661125241874423,0.901088630497119,0.344255171049521,0.208897680905523,0.00394027904975773,0.412774413032119,0.619145150450376,0.505972154198968,0.355873797429449,0.995045163335575,0.593749467841966,0.873322850598771,3,25,FALSE
"16","1_125_12",0,0.540026688047961,0.106050623495746,0.123366455594374,0.08708612286497,0.106050623495746,0.928914752555287,0.693683317906644,0.791536099058392,0.906482386947263,0.19798577926099,0.776289974763099,0.445979983556709,0.186135808087973,0.593903850185241,0.153006120068914,0.334336001238654,0.468121400006774,0.826535920024458,0.111404037027334,0,3,25,FALSE
"17","1_125_14",0,0.608370621978058,0.105835484738178,0.126970509202789,0.0862689300545394,0.105835484738178,0.130180106396994,0.809221473802351,0.99941157428956,0.334982244668168,0.00212789395190211,0.599342432049524,0,0.297319416467621,0.131980486839982,0.320696620379033,0.376924191927454,0.367437051089029,0.715047260859708,0.20307486834137,0.0520175342943384,3,25,FALSE
"18","1_126_6",0,0.669421490395871,0.0965253743808607,0.115458468027642,0.07760758603327,0.0965253743808607,0.684062287658969,0.266721145190306,0.984247886108106,0.848999313875003,0.771065116550806,0.344255171049521,0.797595507905834,0.304479995876051,0.316141530939697,0.368677458921593,0.28590627222088,0.771627174425146,0.752445741531138,0.271125360043076,0.568938687904907,3,25,FALSE
"19","1_127_7",0,0.623753289259948,0.10636057785131,0.138633068042842,0.0790168945368358,0.10636057785131,0,0.817745797352563,0.995323790551236,0.841674166108778,0.796599047010426,0,0.509204094930364,0,0.422927254072062,0.71415379197775,0.436373584920264,0.416553314947633,0.965425813861325,0.33432912021054,0.524631761583333,3,25,FALSE
"20","1_127_14",0,0.633879660414701,0.104702859865363,0.112816586190862,0.0777964419972333,0.104702859865363,0.535586672806548,0.22856543999179,0.927319901806362,0.97541070031025,0.597446339706835,0.0916502251394073,0.75581597172473,0.363155823447743,0.619971762579806,0.16242304723919,0.471595304405017,0.773939825217323,0.696446160994327,0.0827187117430638,0.129760368403747,3,25,FALSE
"21","1_129_12",0,0.54652951352981,0.105920437969809,0.1234732217512,0.0871605104397777,0.105920437969809,0.928914752555287,0.693683317906644,0.734725799898735,0.966655892708359,0.19798577926099,0.776289974763099,0.445979983556709,0.186135808087973,0.953892866973122,0.0492375548366903,0.334336001238654,0.468121400006774,0.826535920024458,0.00133920003406588,0.307925049937729,3,25,FALSE
"22","1_131_3",0,0.641236255696011,0.101695937949289,0.127468029696089,0.0817637858098682,0.101695937949289,0.669797673216169,0.762895678074196,0.930025286005845,0.72160847400128,0.493699035139464,0.0412304769544701,0.445820116143001,0.179102942282886,0.687889246964091,0.365390644982864,0.52780162976036,0.473698879752477,0.809253015320988,0.30581839444583,0.208701564471406,3,25,FALSE
"23","1_131_12",0,0.544387062387418,0.105960621761553,0.123496540941871,0.0871984468561647,0.105960621761553,0.928914752555287,0.740857810729705,0.734725799898735,0.966655892708359,0.19798577926099,0.776289974763099,0.445979983556709,0.186135808087973,0.953892866973122,0.0492375548366903,0.334336001238654,0.570075000994362,0.826535920024458,0.00133920003406588,0.307925049937729,3,25,FALSE
"24","1_131_14",0,0.459464019204633,0.109931455283333,0.0763324866226027,0.0815357616636846,0.109931455283333,0.850249136540953,0.22856543999179,0.927319901806362,0.97541070031025,0.597446339706835,0.639362024838361,0.507947181212625,0.363155823447743,0.619971762579806,0.16242304723919,0.361787861957467,0.773939825217323,0.696446160994327,0.0827187117430638,0.129760368403747,3,25,FALSE
"25","1_132_15",0,0.36432848866352,0.242504498715169,0.242752824699026,0.110563770426523,0.242504498715169,0.306451288642785,0.309649312758874,0.810833795378069,0.71748751333414,0.929244992965194,0.491136807816158,0.881519009205122,0.653139392560068,0.128304194977281,0.989514990222086,0.426895011717193,0.894113862018932,0.710890792110766,0.482752355939509,0.964763458620779,1,73,FALSE
"26","1_133_9",0,0.640466456077798,0.101158953099858,0.112104847423407,0.0781470479577687,0.101158953099858,0.572999214486631,0.152321197937373,0.874203715507124,0.904361043125036,0.669977969206865,0.347432275522343,0.750202926932182,0.285674996257154,0.93969640580452,0.283072904423034,0.304700942341691,0.852498850891335,0.710897904728695,0.208917668217166,0.552472782631521,3,25,FALSE
"27","1_133_12",0,0.557737014095647,0.10582105920886,0.123235014667575,0.087064239112406,0.10582105920886,0.928914752555287,0.693683317906644,0.734725799898735,0.966655892708359,0.19798577926099,0.776289974763099,0.445979983556709,0.186135808087973,0.953892866973122,0.11624697435373,0.334336001238654,0.468121400006774,0.826535920024458,0.00133920003406588,0.307925049937729,3,25,FALSE
