"","ctv_S_alphas","ctv_S_gammas","ctv_S_thetas","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",1.3043066135,0.61377376373,0.48138810475,1.14999319575,0.366595151644,0.09677284986,1.55546714675,0.47970039332,0.36666298201,0.6025191768,0.5556558088,0.3860264371,2.44989400225,0.48295431364,0.21516790665,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,1,0.0842471122741699,10.1799659729004,"1_47_2",1,47,2,692,FALSE,TRUE,4,0.140503658931422,4,FALSE
"2",1.3043066135,0.61377376373,0.482696691,1.20126546725,0.59049989472,0.15745299675,0.810235546,0.76809263221,0.36666298201,0.6025191768,0.5556558088,0.3860264371,2.44989400225,0.48295431364,0.21516790665,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,1,0.078239917755127,10.5866949558258,"1_49_2",1,49,2,722,FALSE,TRUE,3,0.136537147326301,4,FALSE
"3",1.38030392375,0.68232281262,0.7336794974,1.01614008375,0.44996789626,0.19276448742,1.614405706,0.96282062791,0.29518711444,0.547688546225,0.56619818463,0.37845188875,2.70328128975,0.4343051045,0.25986847404,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,1,0.0809609889984131,17.451043844223,"1_81_1",1,81,1,1201,FALSE,TRUE,2,0.135088060986328,4,FALSE
"4",1.57523995225,0.67657262167,0.73138415165,0.504196054275,0.71709683638,0.23315280606,1.86866652075,0.72652316007,0.34779217858,0.585400039825,0.53909127704,0.33954347248,2.185360606,0.47919977908,0.25041637716,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,1,0.0832898616790771,20.8991158008575,"1_96_11",1,96,11,1436,FALSE,TRUE,4,0.129065241696113,4,FALSE
"5",1.724012487,0.7015392913,0.7952729184,0.5194359605875,0.64437258604,0.20121225138,1.3047506745,0.72652316007,0.34779217858,0.57052389475,0.56523927227,0.35132827624,1.99921867475,0.54352941795,0.24523164462,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,1,0.0884530544281006,21.3326330184937,"1_98_11",1,98,11,1466,FALSE,TRUE,4,0.119855015264804,4,TRUE
"6",1.60518532225,0.56565606431,0.77342173685,0.723328263675,0.94273275248,0.28974169176,0.7136402398,0.49579582232,0.32719848202,0.6050394483,0.50037078047,0.36168521896,2.33358396325,0.92036986802,0.1186836105,0.55053830228,0.864739919041252,0.782153781193472,0.791969155231234,0.0785391185039139,0.102245831975701,0.133106304946142,0.102245831975701,0.642801330432994,0,6174.23822025041,0.0008624334197,6415811.64462559,1e-04,1,0.09586501121521,24.9016349315643,"1_114_10",1,114,10,1705,FALSE,TRUE,4,0.134348904482098,4,FALSE
"7",0.95040774325,0.63582699584,0.37558104115,1.315907853,0.49715838366,0.05595259728,1.39844643025,0.88975186102,0.35673202876,0.528725011075,0.50908900964,0.35265957577,2.23092990675,0.40142931288,0.25299952605,0.53751602867,0.874804548238306,0.792085267777774,0.834032287856539,0.0761771104811442,0.0996430747399116,0.120514213685828,0.0996430747399116,0.663129600486825,0,4542.0088624939,0.0006080006702,6415811.64462559,1e-04,1,0.081244945526123,25.1158909797668,"1_115_13",1,115,13,1723,FALSE,TRUE,3,0.141240530458701,4,FALSE
"8",1.28490618,0.55622798852,0.5413834419,0.7633322415,0.92630879584,0.26605215099,1.34148692275,0.64312973772,0.37561980418,0.5868205431,0.57069686119,0.17359043023,0.956874988,0.83588516576,0.04332422301,0.54511792526,0.857118140037087,0.799712162168316,0.842241721736501,0.0807215975870924,0.0980387779506416,0.115912651415362,0.0980387779506416,0.688505560740029,0,8013.89289495685,0.001149199734,6415811.64462559,1e-04,1,0.0822029113769531,25.2724778652191,"1_116_3",1,116,3,1728,FALSE,TRUE,3,0.151500302873607,4,FALSE
"9",1.106796849,0.64332681705,0.64208998795,1.4482973725,0.60454097625,0.25265505864,1.1083460595,0.84564912381,0.2831645731,0.695236035175,0.56950226359,0.34595204449,2.4103891275,0.39016849751,0.23722720827,0.54808819202,0.866583599997346,0.797760984142639,0.845526190437564,0.0780020128752943,0.098515161048997,0.114699675627882,0.098515161048997,0.706549263106353,0,5536.73613012603,0.0007630592669,6415811.64462559,1e-04,1,0.0794508457183838,25.4922428131104,"1_117_4",1,117,4,1744,FALSE,TRUE,4,0.159047153465086,4,FALSE
"10",0.95040774325,0.63582699584,0.37558104115,1.315907853,0.49715838366,0.05595259728,1.39844643025,0.8891418484,0.32245234879,0.53080348135,0.58022558095,0.38232056005,2.23092990675,0.40142931288,0.25299952605,0.53751602867,0.874793392194713,0.792474474491134,0.834736459419696,0.0761805044392403,0.0995497674508339,0.120258281712889,0.0995497674508339,0.665813224532583,0,4542.0088624939,0.0006080006702,6415811.64462559,1e-04,1,0.0771970748901367,25.5441789627075,"1_117_13",1,117,13,1753,FALSE,TRUE,3,0.142343834061428,4,FALSE
"11",1.34285307625,0.47649569609,0.5524047861,0.6431602052,0.92630879584,0.26605215099,1.34148692275,0.64312973772,0.37561980418,0.5868205431,0.57069686119,0.17359043023,0.956874988,0.83588516576,0.04332422301,0.54511792526,0.856974329570174,0.797106726759571,0.843043099582569,0.080762210479089,0.0986743841020171,0.115617871015975,0.0986743841020171,0.688675558593442,0,8013.89289495685,0.001149199734,6415811.64462559,1e-04,1,0.0829999446868896,25.7054378986359,"1_118_3",1,118,3,1758,FALSE,TRUE,4,0.151545030282553,4,FALSE
"12",1.214462462,0.74707873091,0.37558104115,1.315907853,0.49715838366,0.05595259728,1.39844643025,0.88975186102,0.35673202876,0.528725011075,0.50908900964,0.35265957577,2.23092990675,0.40142931288,0.25299952605,0.53751602867,0.873163949264372,0.795744116151031,0.832817591223903,0.0766746098604218,0.098762432185915,0.120954423815238,0.098762432185915,0.660087585382742,0,4542.0088624939,0.0006080006702,6415811.64462559,1e-04,1,0.0785379409790039,26.3759958744049,"1_121_13",1,121,13,1813,FALSE,TRUE,2,0.140007889863665,4,FALSE
