"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",144487.599950549,22684553.1922362,0.767873834427794,144487.599950549,0.752948392734146,22684553.1922362,0.767873834427794,144487.599950549,0.752948392734146,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"2","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"3","season",0.619698258563842,21403.3344217917,0.000724504482531596,136.326970839436,0.00071042202663065,21403.3344217917,0.000724504482531596,136.326970839436,0.00071042202663065,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"4","holiday",0.603407603105046,105672.490456598,0.0035770217624658,4403.02043569157,0.0229448559001894,105672.490456598,0.0035770217624658,4403.02043569157,0.0229448559001894,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"5","ctv_S",72681.1723655715,1847722.56204556,0.0625455479177019,11768.9335162138,0.0613298274610483,1847722.56204556,0.0625455479177019,11768.9335162138,0.0613298274610483,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,2591412.14666667,16505.80985138,31386.0132870476,14880.2034356676,13234.4303623682,0.216399246557892,0.320335419501026,0.801804363526076,0.71301763574053,1.40248985421155,4,FALSE,0.828743244536143,0.0461306631711138,0.360773002459638,1.29577799497705,0.492918543494409
"6","ooh_S",17460.910765055,749501.917374426,0.0253706963645312,4773.89756289443,0.0248775569549846,749501.917374426,0.0253706963645312,4773.89756289443,0.0248775569549846,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,8239693.86666667,52482.1265392781,85923.8161999083,33441.6896606301,5721.24350242623,0.688066368334308,0.129939427082149,0.109013179908867,0.0909623499977959,10.9935594234783,4,FALSE,0.0849587244182045,0.00597599294436538,0.0242455578281784,0.145370702236015,0.66804924261964
"7","facebook_S",31053.1776502418,1075144.94757113,0.0363937374679994,6848.05699089893,0.0356863392181328,1075144.94757113,0.0363937374679994,6848.05699089893,0.0356863392181328,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,334078.021992166,2127.88549039596,2358.97912511253,231.09363471657,9026.10632414484,0.0278976203548508,0.186395411778338,4.24181957388376,3.21824507089647,0.310728355973661,4,FALSE,3.14568536493353,0.134902246604579,1.7780298646404,4.51231256092904,0.132780056705559
"8","search_S",51948.4752330775,2095717.55172539,0.070940197000299,13348.5194377413,0.0695613067105252,2095717.55172539,0.070940197000299,13348.5194377413,0.0695613067105252,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,809960,5158.98089171975,6548.38026255327,1389.39937083352,12705.272653601,0.0676367647529497,0.363329741638487,2.46274853895916,2.58743339390264,0.386483378608519,4,FALSE,2.2406374211301,0.069670326332663,1.53466780259479,2.94678933897339,0.0557475569295465
"9","newsletter",22873.3570912891,962315.74840764,0.0325744605766768,6129.39967138624,0.0319412989943427,962315.74840764,0.0325744605766768,6129.39967138624,0.0319412989943427,TRUE,0.54691406534,0.858362002802286,0.791045643095725,0.809548872740447,0.0803694672704004,0.100137401039417,0.12735808931645,0.100137401039417,0.659442413758101,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_47_2",1,47,2,692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.310497315288156
"10","(Intercept)",138967.886223911,21817958.1371542,0.73843771393727,138967.886223911,0.724128264108278,21817958.1371542,0.73843771393727,138967.886223911,0.724128264108278,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"11","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"12","season",0.612290666132115,21147.4886518778,0.000715745400070876,134.697379948265,0.000701875682017014,21147.4886518778,0.000715745400070876,134.697379948265,0.000701875682017014,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"13","holiday",0.601611470586253,105357.940564495,0.00356588257647707,4389.91419018728,0.0228747880427762,105357.940564495,0.00356588257647707,4389.91419018728,0.0228747880427762,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"14","ctv_S",73623.9279451941,1875798.77093829,0.0634871763668479,11947.7628722184,0.0622569215357915,1875798.77093829,0.0634871763668479,11947.7628722184,0.0622569215357915,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,2591412.14666667,16505.80985138,31463.5881287688,14957.7782773887,13437.2886413,0.216399246557892,0.322483942318094,0.814094477174442,0.72385196362961,1.38149794467048,4,FALSE,0.828743244536143,0.0461306631711138,0.360773002459638,1.29577799497705,0.494387346687198
"15","ooh_S",18621.3088349074,799311.494318863,0.0270530243425241,5091.15601476983,0.0265287906972953,799311.494318863,0.0270530243425241,5091.15601476983,0.0265287906972953,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,8239693.86666667,52482.1265392781,85923.8161999083,33441.6896606301,6101.4596324266,0.688066368334308,0.137416190809837,0.116257858336975,0.0970074261560182,10.308489150013,4,FALSE,0.0849587244182045,0.00597599294436538,0.0242455578281784,0.145370702236015,0.66804924261964
"16","facebook_S",40725.4811311461,1063373.45757642,0.0359903094569199,6773.0793476205,0.0352928890546524,1063373.45757642,0.0359903094569199,6773.0793476205,0.0352928890546524,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,334078.021992166,2127.88549039596,2530.4248950966,402.539404700636,7854.79815674911,0.0278976203548508,0.182813247384811,3.69136318293494,3.18300931990478,0.31416810304216,4,FALSE,3.14568536493353,0.134902246604579,1.7780298646404,4.51231256092904,0.168906127594589
"17","search_S",51515.148829144,2078236.19647338,0.0703387538053853,13237.1732259451,0.0689757290713895,2078236.19647338,0.0703387538053853,13237.1732259451,0.0689757290713895,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,809960,5158.98089171975,6548.38026255327,1389.39937083352,12599.2920625389,0.0676367647529497,0.357286619487258,2.44220560746037,2.56585040801198,0.389734334035008,4,FALSE,2.2406374211301,0.069670326332663,1.53466780259479,2.94678933897339,0.0557475569295465
"18","newsletter",40490.8779246429,1784921.38594838,0.0604113941145084,11368.9260251489,0.0592407418078004,1784921.38594838,0.0604113941145084,11368.9260251489,0.0592407418078004,TRUE,0.54691406534,0.858399623756512,0.791180512640737,0.808891129734973,0.0803587929566166,0.100105078990959,0.127577822042888,0.100105078990959,0.649896507551747,0,9282.05140489075,0.001346880933,6415811.64462559,1e-04,"1_49_2",1,49,2,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.538400289759761
"19","(Intercept)",145901.388610777,22906518.0118919,0.782130904759145,145901.388610777,0.764788379107676,22906518.0118919,0.782130904759145,145901.388610777,0.764788379107676,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"20","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"21","season",0.650836938729606,22478.812004358,0.00076752711004579,143.177146524577,0.000750508400628788,22478.812004358,0.00076752711004579,143.177146524577,0.000750508400628788,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"22","holiday",0.684319841372048,119842.344601779,0.0040919532756216,4993.43102507411,0.0261746516343323,119842.344601779,0.0040919532756216,4993.43102507411,0.0261746516343323,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"23","ctv_S",87537.7903043444,2767026.81438577,0.0944786625669089,17624.3746139221,0.0923837464612889,2767026.81438577,0.0944786625669089,17624.3746139221,0.0923837464612889,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,2591412.14666667,16505.80985138,60219.0479347181,43713.238083338,19006.9887857846,0.216399246557892,0.454670721964704,1.15153324537999,1.067767941871,0.936533080631498,4,FALSE,0.828743244536143,0.0461306631711138,0.360773002459638,1.29577799497705,0.736015327417603
"24","ooh_S",17571.7951612235,784888.018283822,0.0267995849721132,4999.28674066129,0.0262053462238429,784888.018283822,0.0267995849721132,4999.28674066129,0.0262053462238429,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,8239693.86666667,52482.1265392781,84859.0417068036,32376.9151675255,5956.44836572842,0.688066368334308,0.128970778338398,0.11349479829615,0.0952569392728355,10.4979228561585,4,FALSE,0.0849587244182045,0.00597599294436538,0.0242455578281784,0.145370702236015,0.69017536606782
"25","facebook_S",26760.8614579831,942570.923380823,0.0321835841100241,6003.63645465493,0.0314699636283527,942570.923380823,0.0321835841100241,6003.63645465493,0.0314699636283527,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,334078.021992166,2127.88549039596,2641.88390802776,513.9984176318,7743.27679543056,0.0278976203548508,0.15488082732282,3.63895370797874,2.82140955504976,0.354432768617444,4,FALSE,3.14568536493353,0.134902246604579,1.7780298646404,4.51231256092904,0.295743432876259
"26","search_S",35651.0921930974,1591296.06519598,0.054333959904568,10135.6437273629,0.0531291895935405,1591296.06519598,0.054333959904568,10135.6437273629,0.0531291895935405,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,809960,5158.98089171975,6936.1980494907,1777.21715777096,9904.31250006201,0.0676367647529497,0.261477672374077,1.91981957443545,1.96466006370189,0.50899390610901,4,FALSE,2.2406374211301,0.069670326332663,1.53466780259479,2.94678933897339,0.0760724989750295
"27","newsletter",7913.46252595465,152698.910938824,0.00521382330157363,972.604528272762,0.00509821495033784,152698.910938824,0.00521382330157363,972.604528272762,0.00509821495033784,TRUE,0.54713913269,0.867357710471807,0.796365210745771,0.850262715128305,0.0777753914936916,0.0988545327687276,0.112927506339067,0.0988545327687276,0.650430785760227,0,4963.20643406693,0.0006736571637,6415811.64462559,1e-04,"1_81_1",1,81,1,1201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.173489115723939
"28","(Intercept)",134711.166096616,21149653.0771688,0.717510091576707,134711.166096616,0.703447117994004,21149653.0771688,0.717510091576707,134711.166096616,0.703447117994004,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"29","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"30","season",0.540589909656561,18671.0652507564,0.000633423049022335,118.923982488895,0.000621008155197641,18671.0652507564,0.000633423049022335,118.923982488895,0.000621008155197641,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"31","holiday",0.607196663532117,106336.054272762,0.00360749142129044,4430.66892803176,0.0231364732302456,106336.054272762,0.00360749142129044,4430.66892803176,0.0231364732302456,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"32","ctv_S",99208.9593558713,2880297.70511438,0.097715204245868,18345.8452555056,0.0958000167773292,2880297.70511438,0.097715204245868,18345.8452555056,0.0958000167773292,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,2591412.14666667,16505.80985138,59717.6485451154,43211.8386937354,18743.5219970556,0.216399246557892,0.384925686019278,1.13557118165205,1.11147804443971,0.89970288212404,4,FALSE,0.828743244536143,0.0461306631711138,0.360773002459638,1.29577799497705,0.701881906854729
"33","ooh_S",24695.8167039941,1042733.62938324,0.0353751382672341,6641.61547377858,0.0346817966114487,1042733.62938324,0.0353751382672341,6641.61547377858,0.0346817966114487,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,8239693.86666667,52482.1265392781,79780.2676495631,27298.141110285,8103.46558113534,0.688066368334308,0.13935189994875,0.154404291812959,0.126550044972129,7.90201220568701,4,FALSE,0.0849587244182045,0.00597599294436538,0.0242455578281784,0.145370702236015,0.638620552207019
"34","facebook_S",38948.3376086267,1611557.0983144,0.0546726925956484,10264.6948937223,0.0536011249052509,1611557.0983144,0.0546726925956484,10264.6948937223,0.0536011249052509,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,334078.021992166,2127.88549039596,2781.80784772916,653.922357333194,13269.7233925851,0.0278976203548508,0.215370001693375,6.23610784155297,4.82389439659754,0.207301387174921,4,FALSE,3.14568536493353,0.134902246604579,1.7780298646404,4.51231256092904,0.593253040454644
"35","search_S",46362.2673932611,1948148.65054836,0.0660916900887109,12408.5901308813,0.0647963136157318,1948148.65054836,0.0660916900887109,12408.5901308813,0.0647963136157318,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,809960,5158.98089171975,6850.41618557208,1691.43529385234,12600.9212416612,0.0676367647529497,0.260352412338598,2.4425214022184,2.40524056811245,0.415758828142819,4,FALSE,2.2406374211301,0.069670326332663,1.53466780259479,2.94678933897339,0.104249065736409
"36","newsletter",30609.0345905168,719056.536357206,0.0243942687555211,4579.97793858093,0.023916148710792,719056.536357206,0.0243942687555211,4579.97793858093,0.023916148710792,TRUE,0.54669425918,0.849615632020124,0.76431430198343,0.826215097621003,0.0828137686091597,0.106349931539363,0.121658031019936,0.106349931539363,0.633856405822541,0,12275.8840157795,0.001813561096,6415811.64462559,1e-04,"1_96_11",1,96,11,1436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.188315547951012
"37","(Intercept)",130560.189013482,20497949.6751166,0.697005607036658,130560.189013482,0.683676241533923,20497949.6751166,0.697005607036658,130560.189013482,0.683676241533923,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"38","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"39","season",0.502045914335245,17339.8205515605,0.000589617612541943,110.444716888918,0.000578341908896107,17339.8205515605,0.000589617612541943,110.444716888918,0.000578341908896107,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"40","holiday",0.590801481445683,103464.828067379,0.00351818432755698,4311.03450280745,0.0225746599194806,103464.828067379,0.00351818432755698,4311.03450280745,0.0225746599194806,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"41","ctv_S",105518.617215531,3228710.08049725,0.109788006374816,20565.0323598551,0.107688447275129,3228710.08049725,0.109788006374816,20565.0323598551,0.107688447275129,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,2591412.14666667,16505.80985138,77724.5552177002,61218.7453663202,20421.7396352312,0.216399246557892,0.417286426456995,1.23724554075871,1.24592689150213,0.802615311396297,4,TRUE,0.828743244536143,0.0461306631711138,0.360773002459638,1.29577799497705,0.755625576308053
"42","ooh_S",28693.5855870707,1222363.0227934,0.0415648342504983,7785.75173753757,0.040769958481649,1222363.0227934,0.0415648342504983,7785.75173753757,0.040769958481649,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,8239693.86666667,52482.1265392781,81253.2049655114,28771.0784262332,9423.96625653233,0.688066368334308,0.157981201438833,0.179565251600073,0.148350538572606,6.74079116679834,4,TRUE,0.0849587244182045,0.00597599294436538,0.0242455578281784,0.145370702236015,0.65538477388897
"43","facebook_S",35799.230527875,1469988.44185539,0.0499850083784763,9362.9837060853,0.0490291072499808,1469988.44185539,0.0499850083784763,9362.9837060853,0.0490291072499808,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,334078.021992166,2127.88549039596,2669.99224490598,542.10675451002,12348.1056090909,0.0278976203548508,0.189984919222122,5.80299347160505,4.40013513337271,0.22726574745751,4,TRUE,3.14568536493353,0.134902246604579,1.7780298646404,4.51231256092904,0.552831103075924
"44","search_S",48191.0855950134,1816333.8643114,0.0617620253606366,11569.0055051681,0.0605809034271686,1816333.8643114,0.0617620253606366,11569.0055051681,0.0605809034271686,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,809960,5158.98089171975,6804.25627498163,1645.27538326189,11577.0728235559,0.0676367647529497,0.23474745288205,2.24406197009515,2.2424982274574,0.445931233191575,4,TRUE,2.2406374211301,0.069670326332663,1.53466780259479,2.94678933897339,0.111089329825871
"45","newsletter",32368.66418817,1052436.75187747,0.0357867166588148,6703.4188017673,0.0351023402037727,1052436.75187747,0.0357867166588148,6703.4188017673,0.0351023402037727,TRUE,0.54738403553,0.84556427051989,0.76241434750131,0.835021620726292,0.0839218584968762,0.106777735268551,0.118535456779079,0.106777735268551,0.6128166265299,0,14776.8612109534,0.002203414704,6415811.64462559,1e-04,"1_98_11",1,98,11,1466,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,0.323940263972558
"46","(Intercept)",137426.527188436,21575964.7685844,0.725661345924556,137426.527188436,0.709940575403083,21575964.7685844,0.725661345924556,137426.527188436,0.709940575403083,TRUE,0.55053830228,0.864739919041252,0.782153781193472,0.791969155231234,0.0785391185039139,0.102245831975701,0.133106304946142,0.102245831975701,0.642801330432994,0,6174.23822025041,0.0008624334197,6415811.64462559,1e-04,"1_114_10",1,114,10,1705,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"47","trend",0,0,0,0,0,0,0,0,0,TRUE,0.55053830228,0.864739919041252,0.782153781193472,0.791969155231234,0.0785391185039139,0.102245831975701,0.133106304946142,0.102245831975701,0.642801330432994,0,6174.23822025041,0.0008624334197,6415811.64462559,1e-04,"1_114_10",1,114,10,1705,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"48","season",0.610854560134394,21097.8879687875,0.000709582257099707,134.381452030495,0.000694209824914062,21097.8879687875,0.000709582257099707,134.381452030495,0.000694209824914062,TRUE,0.55053830228,0.864739919041252,0.782153781193472,0.791969155231234,0.0785391185039139,0.102245831975701,0.133106304946142,0.102245831975701,0.642801330432994,0,6174.23822025041,0.0008624334197,6415811.64462559,1e-04,"1_114_10",1,114,10,1705,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
